Car_Price,Car_name,Mileage,Car_year,Location,Creation_date,FuelType,Contect_method,Page
"EGP 2,100,000",Deepal G318 2024,No Mileage,2024,"New Cairo, Cairo•",4 days ago,2024,Call,56
"EGP 260,000",Daewoo Nubira 2007,No Mileage,2007,"Gesr Al Suez, Cairo•",4 days ago,2007,Call,56
"EGP 1,350,000",Seat Leon 2020,No Mileage,2020,"5th Settlement, New Cairo•",4 days ago,2020,Call,56
"EGP 285,000",كرايسلر بى تى كروزر 2007,No Mileage,2007,"Maadi, Cairo•",4 days ago,2007,Chat,56
"EGP 1,850,000",Peugeot 3008 GT LINE 2024,No Mileage,2024,"Madinaty, Cairo•",4 days ago,2024,Call,56
"EGP 890,000",هيونداي أكسنت 2025 الفئه الخامسه بحالة الزيرو,No Mileage,2025,"Nasr City, Cairo•",4 days ago,2025,Call,56
"EGP 400,000",رينو لوجان 2015,No Mileage,2015,"Heliopolis, Cairo•",4 days ago,2015,Chat,56
"EGP 1,450,000",سكودا كودياك 2020,No Mileage,2020,"1st Settlement, New Cairo•",4 days ago,2020,Call,56
"EGP 410,000",هيونداي جيتز 2008,No Mileage,2008,"Mansura, Dakahlia•",4 days ago,2008,Call,56
"EGP 355,000",شيفروليه لانوس 2019 فابريكة متاح تقسيط,No Mileage,2019,"Damanhour, Beheira•",4 days ago,2019,Call,56
"EGP 1,500,000",Peugeot 508 2021 75k,No Mileage,2021,"New Cairo, Cairo•",4 days ago,2021,Chat,56
"EGP 600,000",هيونداي افانتي 2007,No Mileage,2007,"Moneeb, Giza•",4 days ago,2007,Call,56
"EGP 1,675,000",Hyundai Tucson 2023 2023 1.6L Turbo GCC,No Mileage,2023,"GCR Golf City, Obour City•",4 days ago,2023,Call,56
"EGP 130,000",لادا  2107 2008 - lada 2008,No Mileage,2008,"Arbaeen, Suez•",4 days ago,2008,Call,56
"EGP 318,000",هيونداي فيرنا 2009,No Mileage,2009,"Qalyub, Qalyubia•",4 days ago,2009,Call,56
"EGP 135,000",فيات شاهين 2007,No Mileage,2007,"Nasr City, Cairo•",4 days ago,2007,Call,56
"EGP 210,000",سوزوكي فان 2014,No Mileage,2014,"Bashtil, Giza•",4 days ago,2014,Call,56
"EGP 630,000",بي ام دبليو F30 316i موديل 2014 حادث بسيط,No Mileage,2014,"Qanater al-Khairia, Qalyubia•",4 days ago,2014,Call,56
"EGP 350,000",دايو نوبيرا 2006,No Mileage,2006,"Sharm al-Sheikh, South Sinai•",4 days ago,2006,Call,56
"EGP 3,420,000",مرسيدس بنز جى إل سى 200 2020,No Mileage,2020,"Mansura, Dakahlia•",4 days ago,2020,Call,56
"EGP 890,000",سوزوكي سياز 2022 بحالة الزيرو,No Mileage,2022,"Nasr City, Cairo•",4 days ago,2022,Call,56
"EGP 590,000",فولكسفاغن باسات B8 موديل 2017 حادثه,No Mileage,2017,"Qanater al-Khairia, Qalyubia•",4 days ago,2017,Call,56
"EGP 3,300,000","Mercedes E300 AMG 85,000Km",No Mileage,2018,"New Cairo, Cairo•",4 days ago,2018,Chat,56
"EGP 1,200,000",Toyota Corolla 2019 4th,No Mileage,2019,"New Cairo, Cairo•",4 days ago,2019,Call,56
"EGP 350,000",رينو ميجان 2006,No Mileage,2006,"Zahraa Madinat Nasr, Nasr City•",4 days ago,2006,Call,56
"EGP 650,000",شيرى تيجو 3 2022,No Mileage,2022,"Shubra, Cairo•",4 days ago,2022,Call,56
"EGP 2,700,000",BMW X1 2024,No Mileage,2024,"Sheikh Zayed, Giza•",4 days ago,2024,Call,56
"EGP 500,000",سكودا أوكتافيا 2004 مانوال,No Mileage,2004,"New Beni Suef, Beni Suef•",4 days ago,2004,Call,56
"EGP 1,200,000",Toyota Corolla 2019 4th,No Mileage,2019,"New Cairo, Cairo•",4 days ago,2019,Call,57
"EGP 350,000",رينو ميجان 2006,No Mileage,2006,"Zahraa Madinat Nasr, Nasr City•",4 days ago,2006,Call,57
"EGP 650,000",شيرى تيجو 3 2022,No Mileage,2022,"Shubra, Cairo•",4 days ago,2022,Call,57
"EGP 2,700,000",BMW X1 2024,No Mileage,2024,"Sheikh Zayed, Giza•",4 days ago,2024,Call,57
"EGP 500,000",سكودا أوكتافيا 2004 مانوال,No Mileage,2004,"New Beni Suef, Beni Suef•",4 days ago,2004,Call,57
"EGP 495,000",Mercedes-Benz B150 2006,No Mileage,2006,"5th Settlement, New Cairo•",4 days ago,2006,Call,57
"EGP 1,300,000",شيرى إي كيو 7 2025 SUV Electric Vehicle,No Mileage,2025,"Madinaty, Cairo•",4 days ago,2025,Call,57
"EGP 2,750,000",Mercedes-Benz C180 avantgarde 2022,No Mileage,2022,"Sheikh Zayed, Giza•",4 days ago,2022,Call,57
"EGP 4,350,000",Mercedes-Benz GLE 450,No Mileage,2022,"10th District, Nasr City•",4 days ago,2022,Call,57
"EGP 2,600,000",BMW 340 2017,No Mileage,2017,"Heliopolis, Cairo•",4 days ago,2017,Call,57
"EGP 1,200,000",MG HS 2022,No Mileage,2022,"Nasr City, Cairo•",4 days ago,2022,Call,57
"EGP 725,000",نيسان صني موديل 2024 تقسيط,No Mileage,2024,"Heliopolis, Cairo•",4 days ago,2024,Call,57
"EGP 740,000",نيسان سنترا 2021,No Mileage,2021,"Faqous, Sharqia•",4 days ago,2021,Call,57
"EGP 525,000",Peugeot 301 2020,No Mileage,2020,"New Cairo, Cairo•",4 days ago,2020,Call,57
"EGP 590,000",Renault Sandero 2017\رينو سانديرو 2017,No Mileage,2017,"5th Settlement, New Cairo•",4 days ago,2017,Call,57
"EGP 400,000",هيونداي فيرنا 2014,No Mileage,2014,"Marsa Matrouh, Matruh•",4 days ago,2014,Call,57
"EGP 730,000",رينو كادجار 2019  - Renault  Kadjar,No Mileage,2019,"6th District, 6th of October•",4 days ago,2019,Call,57
"EGP 1,650,000",بي ام دبليو إكس 3 G01 موديل 2019 حادثه,No Mileage,2019,"Qanater al-Khairia, Qalyubia•",4 days ago,2019,Call,57
"EGP 550,000",ميتسوبيشي لانسر 2014 مواصفات سعودي,No Mileage,2014,"15 May City, Cairo•",4 days ago,2014,Call,57
"EGP 3,100,000",Mercedes C200 2023 Convertible AMG,No Mileage,2023,"New Cairo, Cairo•",4 days ago,2023,Call,57
"EGP 850,000",مازدا 3 2019,No Mileage,2019,"New Cairo, Cairo•",4 days ago,2019,Call,57
"EGP 730,000",ميتسوبيشي لانسر 2016,No Mileage,2016,"8th District, Nasr City•",4 days ago,2016,Chat,57
"EGP 1,275,000",Kia Xceed 2024,No Mileage,2024,"5th Settlement, New Cairo•",4 days ago,2024,Call,57
"EGP 550,000",opel astra,No Mileage,2016,"Basateen, Cairo•",4 days ago,2016,Call,57
"EGP 750,000",Ssang Yong Tivoli XLV 2018,No Mileage,2018,"El Ashgar District Compound, 6th of October•",4 days ago,2018,Chat,57
"EGP 1,380,000",هيونداي توسان 2020,No Mileage,2020,"Tanta, Gharbia•",4 days ago,2020,Call,57
"EGP 1,325,000",كيا سبورتاج 2019,No Mileage,2019,"Mansura, Dakahlia•",4 days ago,2019,Call,57
"EGP 360,000",شانجان بينى مينى 2014 2014,No Mileage,2014,"Sheikh Zayed, Giza•",4 days ago,2014,Call,57
"EGP 1,390,000",BMW X5 M 2010 Clean and Well Maintained,No Mileage,2011,"New Cairo, Cairo•",4 days ago,2011,Call,57
"EGP 1,330,000",سكودا أوكتافيا 2020,No Mileage,2020,"Mansura, Dakahlia•",4 days ago,2020,Call,57
"EGP 1,465,000",هيونداي توسان 2020,No Mileage,2020,"Mansura, Dakahlia•",4 days ago,2020,Call,57
"EGP 1,325,000",تويوتا كورولا 2024,No Mileage,2024,"Mansura, Dakahlia•",4 days ago,2024,Call,57
"EGP 200,000",شانجان بينى 2013,No Mileage,2013,"New Cairo, Cairo•",4 days ago,2013,Call,57
"EGP 3,400,000",مرسيدس بنز C كلاس 2024,No Mileage,2024,"Sheikh Zayed, Giza•",4 days ago,2024,Call,57
"EGP 350,000",هيونداي فيرنا 2006,No Mileage,2006,"Sharm al-Sheikh, South Sinai•",4 days ago,2006,Call,57
"EGP 4,900,000",Mercedes GLC 43 2022 only 33.000 km,No Mileage,2022,"Heliopolis, Cairo•",4 days ago,2022,Call,57
"EGP 1,880,000",Bmw X3 Model 2017,No Mileage,2017,"Mansura, Dakahlia•",4 days ago,2017,Call,57
"EGP 650,000",Kia Carens 2012,No Mileage,2012,"Madinaty, Cairo•",4 days ago,2012,Chat,57
"EGP 3,250,000",مرسيدس بنز إي كيو إي  2024  Mercedes EQE 500,No Mileage,2024,"Mansura, Dakahlia•",4 days ago,2024,Call,57
"EGP 1,035,000",سيات ليون 2020 Fr Beats أعلى فئة فابريكة بالكامل 98 الف كيلو فقط,No Mileage,2020,"6th of October, Giza•",4 days ago,2020,Call,57
"EGP 1,280,000",Mercedes-Benz GLA 200 2015,No Mileage,2015,"7th District, 6th of October•",4 days ago,2015,Call,57
"EGP 230,000",سبيرانزا إيه 516 2007,No Mileage,2007,"Mansura, Dakahlia•",4 days ago,2007,Call,57
"EGP 1,090,000",سكودا أوكتافيا 2021,No Mileage,2021,"Nasr City, Cairo•",4 days ago,2021,Call,57
"EGP 1,700,000",مرسيدس بنز سي 180 2019,No Mileage,2019,"1st Settlement, New Cairo•",4 days ago,2019,Call,57
"EGP 880,000",Mercedes Clk 200 model 2000 coupe,No Mileage,2000,"Nasr City, Cairo•",4 days ago,2000,Call,57
"EGP 1,280,000",Mercedes-Benz GLA 200 2015,No Mileage,2015,"7th District, 6th of October•",4 days ago,2015,Call,58
"EGP 230,000",سبيرانزا إيه 516 2007,No Mileage,2007,"Mansura, Dakahlia•",4 days ago,2007,Call,58
"EGP 1,090,000",سكودا أوكتافيا 2021,No Mileage,2021,"Nasr City, Cairo•",4 days ago,2021,Call,58
"EGP 1,700,000",مرسيدس بنز سي 180 2019,No Mileage,2019,"1st Settlement, New Cairo•",4 days ago,2019,Call,58
"EGP 880,000",Mercedes Clk 200 model 2000 coupe,No Mileage,2000,"Nasr City, Cairo•",4 days ago,2000,Call,58
"EGP 780,000",Chery Tiggo 3 2023,No Mileage,2023,"New Cairo, Cairo•",4 days ago,2023,Call,58
"EGP 380,000",تويوتا ياريس 2006,No Mileage,2006,"Haram, Giza•",4 days ago,2006,Call,58
"EGP 1,900,000",Volkswagen Tiguan 2022,No Mileage,2022,"6th of October, Giza•",4 days ago,2022,Call,58
"EGP 1,450,000",Skoda Octavia 2024,No Mileage,2024,"Heliopolis, Cairo•",4 days ago,2024,Call,58
"EGP 4,750,000",مرسيدس بنز جى إل سى 300 2024,No Mileage,2024,"New Cairo, Cairo•",4 days ago,2024,Call,58
"EGP 663,000",Nissan Qashqai 2016 نيسان قاشقاى سبورت لاين,No Mileage,2016,"6th of October, Giza•",4 days ago,2016,Call,58
"EGP 1,550,000",كيا سبورتاج 2021,No Mileage,2021,"Mansura, Dakahlia•",4 days ago,2021,Call,58
"EGP 780,000",شيرى تيجو 7 2023,No Mileage,2023,"Heliopolis, Cairo•",4 days ago,2023,Call,58
"EGP 225,000",بروتون ويرا 2000,No Mileage,2000,"Amreya, Alexandria•",4 days ago,2000,Call,58
"EGP 340,000",رينو ميجان 2006 أعلى فئه,No Mileage,2006,"Nasr City, Cairo•",4 days ago,2006,Call,58
"EGP 350,000",Brilliance FRV 2009 بريليانس,No Mileage,2009,"Ismailia City, Ismailia•",4 days ago,2009,Call,58
"EGP 2,200,000",BMW X3 2019,No Mileage,2019,"Sheikh Zayed, Giza•",4 days ago,2019,Call,58
"EGP 1,350,000",C180 Avantgarde 2012 CGI 1800 TRUBO 7G,No Mileage,2012,"Latin District, Raml Station•",4 days ago,2012,Call,58
"EGP 750,000",Opel Astra 2018,No Mileage,2018,"5th Settlement, New Cairo•",4 days ago,2018,Call,58
"EGP 975,000",ميني كوبر 2019/ mini cooper,No Mileage,2019,"New Nozha, Cairo•",4 days ago,2019,Call,58
"EGP 650,000",Hyundai Elantra 2017,No Mileage,2017,"Shorouk City, Cairo•",4 days ago,2017,Chat,58
"EGP 715,000",Opel Insignia 2016,No Mileage,2016,"10th District, Nasr City•",4 days ago,2016,Call,58
"EGP 2,100,000",سكودا كودياك 2024,No Mileage,2024,"Mahalla al-Kobra, Gharbia•",4 days ago,2024,Call,58
"EGP 300,000",هوندا سيتى 2006,No Mileage,2006,"Hadayek October, Giza•",4 days ago,2006,Call,58
"EGP 210,000",جريت وول بيرى 2008,No Mileage,2008,"El Fardous Compound, 6th of October•",4 days ago,2008,Call,58
"EGP 1,250,000",Mitsubishi Xpander 2023 / ميتسوبيشي إكسباندر فابريكا,No Mileage,2023,"1st Settlement, New Cairo•",4 days ago,2023,Chat,58
"EGP 490,000",Kia Cerato 2011 كيا سيراتو ٢٠١١,No Mileage,2011,"Almazah, Cairo•",4 days ago,2011,Call,58
"EGP 2,000,000",Jeep Grand Cherokee SRT8 2013,No Mileage,2013,"New Cairo, Cairo•",4 days ago,2013,Call,58
"EGP 1,900,000",Jaguar XE R-Dynamic MTI 2020,No Mileage,2020,"Heliopolis, Cairo•",4 days ago,2020,Call,58
"EGP 110,000",جيلى فروتة 2005,No Mileage,2005,"Shubra, Cairo•",4 days ago,2005,Chat,58
"EGP 1,100,000",فولكسفاغن تيجوان 2016 فابريكة بالكامل صيانات منتظمه,No Mileage,2016,"Heliopolis, Cairo•",4 days ago,2016,Call,58
"EGP 600,000",Nissan X-Trail 2010,No Mileage,2010,"Al Hadaba Al Wosta, Mokattam•",4 days ago,2010,Call,58
"EGP 1,680,000",Mercedes-Benz E250 2011 - مرسيدس بنز اي 250,No Mileage,2011,"Madinaty, Cairo•",4 days ago,2011,Call,58
"EGP 710,000",كيا كي 3 2013,No Mileage,2013,"Tanta, Gharbia•",4 days ago,2013,Call,58
"EGP 1,190,000",BMW 520 2013,No Mileage,2013,"5th Settlement, New Cairo•",4 days ago,2013,Call,58
"EGP 115,000",سما مابل 2011,No Mileage,2011,"Obour City, Cairo•",4 days ago,2011,Call,58
"EGP 750,000",Suzuki vitara,No Mileage,2010,"Dar Misr Compound, 6th of October•",4 days ago,2010,Call,58
"EGP 1,000,000",هيونداي إلينترا 2022,No Mileage,2022,"Heliopolis, Cairo•",4 days ago,2022,Call,58
"EGP 3,550,000",Mercedes-Benz C180 2025,No Mileage,2025,"Heliopolis, Cairo•",4 days ago,2025,Call,58
"EGP 775,000",رينو داستر 2020 Renault Daster أعلى فئه بصمه فبريكا بالكامل,No Mileage,2020,"Smoha, Alexandria•",4 days ago,2020,Call,58
"EGP 835,000",كيا سيراتو 2017 Kia Serato فبريكا بالكامل,No Mileage,2017,"Smoha, Alexandria•",4 days ago,2017,Call,58
"EGP 2,000,800",مرسيدس بنز سي 200 2022,No Mileage,2022,"Syaheia 4, 6th of October•",4 days ago,2022,Chat,58
"EGP 560,000",Opel Astra 2017,No Mileage,2017,"Maadi, Cairo•",4 days ago,2017,Call,58
"EGP 520,000",بيجو 301 2020 اللور,No Mileage,2020,"Dar Misr, Borg al-Arab•",4 days ago,2020,Call,58
"EGP 360,000",Chevrolet Aveo 2013 شيفروليه افيو 2013,No Mileage,2013,"Salam City, Cairo•",4 days ago,2013,Call,58
"EGP 835,000",كيا سيراتو 2017 Kia Serato فبريكا بالكامل,No Mileage,2017,"Smoha, Alexandria•",4 days ago,2017,Call,59
"EGP 2,000,800",مرسيدس بنز سي 200 2022,No Mileage,2022,"Syaheia 4, 6th of October•",4 days ago,2022,Chat,59
"EGP 560,000",Opel Astra 2017,No Mileage,2017,"Maadi, Cairo•",4 days ago,2017,Call,59
"EGP 520,000",بيجو 301 2020 اللور,No Mileage,2020,"Dar Misr, Borg al-Arab•",4 days ago,2020,Call,59
"EGP 360,000",Chevrolet Aveo 2013 شيفروليه افيو 2013,No Mileage,2013,"Salam City, Cairo•",4 days ago,2013,Call,59
"EGP 230,000",دايهاتسو سيريون 2000,No Mileage,2000,"Mandara, Alexandria•",4 days ago,2000,Call,59
"EGP 1,380,000",سكودا أوكتافيا 2024,No Mileage,2024,"1st Settlement, New Cairo•",4 days ago,2024,Call,59
"EGP 440,000",Proton Gen-2 2015,No Mileage,2015,"Rehab City, New Cairo•",4 days ago,2015,Call,59
"EGP 2,450,000",مرسيدس بنز إي 180 2018,No Mileage,2018,"Zayed Heights, Sheikh Zayed•",4 days ago,2018,Call,59
"EGP 1,150,000",MINI Cooper 2019,No Mileage,2019,"Smoha, Alexandria•",4 days ago,2019,Call,59
"EGP 450,000",شيفروليه أفيو 2015,No Mileage,2015,"Mokattam, Cairo•",4 days ago,2015,Call,59
"EGP 3,350,000",Mercedes-Benz C180 2025,No Mileage,2025,"Heliopolis, Cairo•",4 days ago,2025,Call,59
"EGP 2,250,000",Audi Q7 2019,No Mileage,2019,"Smoha, Alexandria•",4 days ago,2019,Call,59
"EGP 260,000",دايو نوبيرا 2002,No Mileage,2002,"Salam City, Cairo•",4 days ago,2002,Call,59
"EGP 535,000",شيفروليه كروز 2015,No Mileage,2015,"Agouza, Giza•",4 days ago,2015,Call,59
"EGP 350,000",رينو لوجان 2016,No Mileage,2016,"Smoha, Alexandria•",4 days ago,2016,Call,59
"EGP 135,000",فيات شاهين للبيع,No Mileage,2001,"Helwan, Cairo•",4 days ago,2001,Call,59
"EGP 150,000",فيات سيينا 2003,No Mileage,2003,"Shubra, Cairo•",4 days ago,2003,Call,59
"EGP 2,500,000",BMW 240i convertible,No Mileage,2017,"Heliopolis, Cairo•",4 days ago,2017,Call,59
"EGP 320,000",Chevrolet Optra 2007,No Mileage,2007,"Hadayek October, Giza•",4 days ago,2007,Call,59
"EGP 1,020,000",Seat Leon 2020 سيات ليون,No Mileage,2020,"Nasr City, Cairo•",4 days ago,2020,Call,59
"EGP 170,000",فولكسفاغن باراتى 2006,No Mileage,2006,"Hurghada, Red Sea•",4 days ago,2006,Call,59
"EGP 2,000,000",Mercedes-Benz C200 2019,No Mileage,2019,"5th Settlement, New Cairo•",4 days ago,2019,Call,59
"EGP 85,000",فيات شاهين 2001,No Mileage,2001,"Maamoura, Alexandria•",4 days ago,2001,Call,59
"EGP 820,000",كيا سيراتو 2018 - kia Cerato فابريكا بالكامل,No Mileage,2018,"6th of October, Giza•",4 days ago,2018,Call,59
"EGP 1,000,000",Opel Grandland 2018,No Mileage,2018,"Raml Station, Alexandria•",4 days ago,2018,Call,59
"EGP 900,000",Jeep Renegade 2018,No Mileage,2018,"Heliopolis, Cairo•",4 days ago,2018,Chat,59
"EGP 260,000",سكودا فابيا 2003,No Mileage,2003,"Hurghada, Red Sea•",4 days ago,2003,Call,59
"EGP 400,000",Peugeot 307 2002,No Mileage,2002,"Mokattam, Cairo•",4 days ago,2002,Chat,59
"EGP 380,000",جيلى امجراند 7 2015,No Mileage,2015,"Agouza, Giza•",4 days ago,2015,Call,59
"EGP 510,000",نيسان صني 2016,No Mileage,2016,"6th of October, Giza•",4 days ago,2016,Call,59
"EGP 350,000",هيونداي افانتي 2000 فرصة عظيمة عربية فوق الممتازة,No Mileage,2000,"Tanta, Gharbia•",4 days ago,2000,Call,59
"EGP 140,000",Suzuki Maruti 2010,No Mileage,2010,"Gesr Al Suez, Cairo•",4 days ago,2010,Call,59
"EGP 2,600,000",Mercedes Benz E200 2019,No Mileage,2019,"New Cairo, Cairo•",4 days ago,2019,Call,59
"EGP 1,850,000",مرسيدس بنز سي 180 2018,No Mileage,2018,"Nasr City, Cairo•",4 days ago,2018,Call,59
"EGP 130,000",فيات 128 2007,No Mileage,2007,"El Maadi, Maadi•",4 days ago,2007,Call,59
"EGP 1,600,000",Mercedes Benz CLA 180 AMG 2018,No Mileage,2018,"New Cairo, Cairo•",4 days ago,2018,Call,59
"EGP 1,500,000",Jaguar XF  2015,No Mileage,2015,"New Cairo, Cairo•",4 days ago,2015,Call,59
"EGP 850,000",رينو ميجان 2020,No Mileage,2020,"Nasr City, Cairo•",4 days ago,2020,Call,59
"EGP 550,000",شيفروليه أفيو 2019,No Mileage,2019,"Damietta City, Damietta•",4 days ago,2019,Call,59
"EGP 700,000",Renault Duster 2020,No Mileage,2020,"New Cairo, Cairo•",4 days ago,2020,Call,59
"EGP 310,000",شيفروليه أفيو 2009,No Mileage,2009,"Mokattam, Cairo•",4 days ago,2009,Chat,59
"EGP 2,650,000",Mercedes-Benz C180 2023 مرسيدس بنز سي 180 موديل 2023 فابريكا بالكامل,No Mileage,2023,"Nasr City, Cairo•",4 days ago,2023,Chat,59
"EGP 310,000",Renault Symbol 2010,No Mileage,2010,"Sheraton, Cairo•",4 days ago,2010,Call,59
"EGP 250,000",رينو سيمبول 2009,No Mileage,2009,"6th of October, Giza•",4 days ago,2009,Chat,59
"EGP 700,000",Renault Duster 2020,No Mileage,2020,"New Cairo, Cairo•",4 days ago,2020,Call,60
"EGP 310,000",شيفروليه أفيو 2009,No Mileage,2009,"Mokattam, Cairo•",4 days ago,2009,Chat,60
"EGP 2,650,000",Mercedes-Benz C180 2023 مرسيدس بنز سي 180 موديل 2023 فابريكا بالكامل,No Mileage,2023,"Nasr City, Cairo•",4 days ago,2023,Chat,60
"EGP 310,000",Renault Symbol 2010,No Mileage,2010,"Sheraton, Cairo•",4 days ago,2010,Call,60
"EGP 250,000",رينو سيمبول 2009,No Mileage,2009,"6th of October, Giza•",4 days ago,2009,Chat,60
"EGP 700,000",MINI Countryman 2015 standard,No Mileage,2015,"1st Settlement, New Cairo•",4 days ago,2015,Call,60
"EGP 625,000",رينو داستر 2018,No Mileage,2018,"New Cairo, Cairo•",4 days ago,2018,Call,60
"EGP 115,000",فيات شاهين 2005,No Mileage,2005,"Marg, Cairo•",4 days ago,2005,Call,60
"EGP 600,000",بى واى دى اف 3 2025,No Mileage,2025,"Obour City, Cairo•",4 days ago,2025,Call,60
"EGP 920,000",Seat Ibiza 2022 Fr,No Mileage,2022,"Maadi, Cairo•",4 days ago,2022,Chat,60
"EGP 4,200,000",Land Rover Velar 2021,No Mileage,2021,"New Cairo, Cairo•",4 days ago,2021,Call,60
"EGP 1,850,000",Alfa Romeo Giulia 2020,No Mileage,2020,"Heliopolis Residence, Shorouk City•",4 days ago,2020,Chat,60
"EGP 480,000",Opel Astra 2015,No Mileage,2015,"New Cairo, Cairo•",4 days ago,2015,Chat,60
"EGP 345,000",Kia Picanto 2008,No Mileage,2008,"Ismailia City, Ismailia•",4 days ago,2008,Call,60
"EGP 550,000",أوبل أسترا 2015,No Mileage,2015,"Helmeyat El Zaytoun, Cairo•",4 days ago,2015,Call,60
"EGP 370,000",شيفروليه اوبترا 2012,No Mileage,2012,"Heliopolis, Cairo•",4 days ago,2012,Call,60
"EGP 970,000",رينو كادجار 2021 | Renault kadjar,No Mileage,2021,"5th Settlement, New Cairo•",4 days ago,2021,Call,60
"EGP 195,000",شيفروليه لانوس 2009,No Mileage,2009,"Degla, Maadi•",4 days ago,2009,Call,60
"EGP 600,000",Seat Toledo 2017 سيات توليدو ٢٠١٧ فابريكا بالكامل,No Mileage,2017,"Katameya, Cairo•",4 days ago,2017,Call,60
"EGP 745,000",سوزوكي بالينو 2022 فبريكه / Suzuki Baleno 2022,No Mileage,2022,"Baltim, Kafr al-Sheikh•",4 days ago,2022,Chat,60
"EGP 750,000",Fiat Doblo 2021 فيات دوبلو ملاكي غاز و بنزين,No Mileage,2021,"New Cairo, Cairo•",4 days ago,2021,Chat,60
"EGP 1,430,000",Nissan Qashqai 2025,No Mileage,2025,"New Cairo, Cairo•",4 days ago,2025,Call,60
"EGP 565,000",رينو فلوينس تانى فئة2015 فابريكة بالكامل خارج و داخل 130 الف كيلو,No Mileage,2015,"Heliopolis, Cairo•",4 days ago,2015,Call,60
"EGP 395,000",هيونداي فيرنا 2017,No Mileage,2017,"Helwan, Cairo•",4 days ago,2017,Chat,60
"EGP 290,000",سوزوكي فان 2012,No Mileage,2012,"Ashmon, Monufia•",4 days ago,2012,Call,60
"EGP 760,000",Ford Fusion 2015,No Mileage,2015,"Heliopolis, Cairo•",4 days ago,2015,Call,60
"EGP 125,000",ماروتى 2007,No Mileage,2007,"Al Hadrah, Alexandria•",4 days ago,2007,Call,60
"EGP 3,200,000",2024 Mercedes-Benz C 200 Avantgarde - مرسيدس بنز سي 200 2024 افنجارد,No Mileage,2024,"5th Settlement, New Cairo•",4 days ago,2024,Call,60
"EGP 650,000",تويوتا أفانزا يابانى 7 راكب اوتوماتيك 1500 CC فابريكه,No Mileage,2009,"Rehab City, New Cairo•",4 days ago,2009,Chat,60
"EGP 420,000",Renault Megane 2016,No Mileage,2016,"Smoha, Alexandria•",4 days ago,2016,Call,60
"EGP 650,000",ام جى ام جي 5 2021,No Mileage,2021,"Obour City, Cairo•",4 days ago,2021,Call,60
"EGP 395,000",هوندا سيتى 2010,No Mileage,2010,"6th of October, Giza•",5 days ago,2010,Call,60
"EGP 370,000",رينو لوجان 2015 – أعلى فئة,No Mileage,2015,"Helwan, Cairo•",5 days ago,2015,Call,60
"EGP 165,000",سبيرانزا إيه 11 2006,No Mileage,2006,"Saf, Giza•",5 days ago,2006,Call,60
"EGP 225,000",شيفروليه أفيو 2006,No Mileage,2006,"Awayed, Alexandria•",5 days ago,2006,Chat,60
"EGP 300,000",Hyundai Verna 2014,No Mileage,2014,"Giza District, Giza•",5 days ago,2014,Call,60
"EGP 600,000",ميني كوبر 2007,No Mileage,2007,"Heliopolis, Cairo•",5 days ago,2007,Call,60
"EGP 1,680,000",BMW 528i 2015 excellent condition,No Mileage,2015,"Agouza, Giza•",5 days ago,2015,Call,60
"EGP 320,000",ميتسوبيشي لانسر 2004,No Mileage,2004,"8th District, Nasr City•",5 days ago,2004,Call,60
"EGP 150,000",سوزوكى ماروتى 2006,No Mileage,2006,"New Cairo, Cairo•",5 days ago,2006,Call,60
"EGP 2,800,000",افضل سعر  ضمان الوكيل BMW 320i Luxury 2024 زيرووو,No Mileage,2024,"Waboor Elmayah, Alexandria•",5 days ago,2024,Call,60
"EGP 1,260,000",مرسيدس بنز سي 180 2013 فابريكا Mercedes-Benz C180,No Mileage,2013,"Hadayek October, Giza•",5 days ago,2013,Call,60
"EGP 130,000",فيات سيينا 2001,No Mileage,2001,"Faisal, Giza•",5 days ago,2001,Call,60
"EGP 250,000",سبيرانزا إيه 113 2008,No Mileage,2008,"Faisal, Giza•",5 days ago,2008,Call,60
"EGP 250,000",اسبيرانزا A113 2008,No Mileage,2008,"Ard El Lewa, Giza•",5 days ago,2008,Call,60
"EGP 2,800,000",افضل سعر  ضمان الوكيل BMW 320i Luxury 2024 زيرووو,No Mileage,2024,"Waboor Elmayah, Alexandria•",5 days ago,2024,Call,61
"EGP 1,260,000",مرسيدس بنز سي 180 2013 فابريكا Mercedes-Benz C180,No Mileage,2013,"Hadayek October, Giza•",5 days ago,2013,Call,61
"EGP 130,000",فيات سيينا 2001,No Mileage,2001,"Faisal, Giza•",5 days ago,2001,Call,61
"EGP 250,000",سبيرانزا إيه 113 2008,No Mileage,2008,"Faisal, Giza•",5 days ago,2008,Call,61
"EGP 250,000",اسبيرانزا A113 2008,No Mileage,2008,"Ard El Lewa, Giza•",5 days ago,2008,Call,61
"EGP 130,000",لادا 2107 2012,No Mileage,2012,"Bacchus, Alexandria•",5 days ago,2012,Chat,61
"EGP 2,700,000",مرسيدس C180 كوبيه 2017 كالزيرو عداد 17000 كيلو فقط AMG,No Mileage,2017,"New Cairo, Cairo•",5 days ago,2017,Call,61
"EGP 250,000",دايو نوبيرا 2000,No Mileage,2000,"Abuu al-Matamer, Beheira•",5 days ago,2000,Call,61
"EGP 230,000",دايو نوبيرا 2 للبيع,No Mileage,2001,"Abasiya, Cairo•",5 days ago,2001,Call,61
"EGP 315,000",شيفروليه أفيو 2010,No Mileage,2010,"Shubra, Cairo•",5 days ago,2010,Call,61
